Source;Target;Weight
at t labs;massachusetts institute of technology;0.107294094794
princeton university;massachusetts institute of technology;0.5142943113
indian institute of technology bombay;university of freiburg;0.00968992248062
indian institute of technology bombay;ecole polytechnique federale de lausanne;0.031007751938
new york university;university of freiburg;0.0391016871865
new york university;ecole polytechnique federale de lausanne;0.0783357294253
french institute for research in computer science and automation;xerox;0.288623631271
microsoft;xerox;0.742841682667
bell labs;xerox;0.0434173669468
sorbonne;universidade nova de lisboa;0.0625
university of birmingham;syracuse university;0.042196969697
carnegie mellon university;syracuse university;0.0643115942029
university of birmingham;carnegie mellon university;0.485950799284
carnegie mellon university;carnegie mellon university;15.4560243616
university of pennsylvania;university of pennsylvania;1.21574554506
university of pennsylvania;french institute for research in computer science and automation;1.01404115815
university of pennsylvania;bell labs;0.248790943039
french institute for research in computer science and automation;university of pennsylvania;0.374908512376
french institute for research in computer science and automation;french institute for research in computer science and automation;1.86872220582
french institute for research in computer science and automation;bell labs;0.258575507396
ecole polytechnique;university of pennsylvania;0.0266666666667
ecole polytechnique;french institute for research in computer science and automation;0.0186666666667
ecole polytechnique;bell labs;0.0153333333333
university of waterloo;northeastern university;0.0128205128205
university of waterloo;university of massachusetts amherst;0.078918997669
university of waterloo;university of utah;0.0544871794872
university of massachusetts amherst;northeastern university;0.037676572421
university of massachusetts amherst;university of massachusetts amherst;1.36157564493
university of massachusetts amherst;university of utah;0.0128205128205
indiana university bloomington;university of colorado boulder;0.033950617284
university of british columbia;university of colorado boulder;0.049823633157
university of tartu;university of oxford;0.04
university of tartu;massachusetts institute of technology;0.04
queen mary university of london;university of freiburg;0.129110275689
university of maryland college park;johns hopkins university;0.0520833333333
university of maryland college park;brown university;0.304004221979
university of maryland college park;microsoft;1.33454864117
university of technology sydney;university of ottawa;0.0833333333333
university of pisa;university of pisa;0.0961538461538
university college london;it university of copenhagen;0.0517948717949
national university of singapore;it university of copenhagen;0.0713099580018
carnegie mellon university;cornell university;1.41779895459
it university of copenhagen;cornell university;0.114935894246
it university of copenhagen;carnegie mellon university;0.2814927637
centre national de la recherche scientifique;cornell university;0.204073512694
university of wisconsin milwaukee;cornell university;0.015873015873
university of wisconsin milwaukee;carnegie mellon university;0.289987789988
university of cambridge;new york state department of environmental conservation;0.1
sorbonne;university of bath;0.1875
french institute for research in computer science and automation;weizmann institute of science;0.10101010101
university of cambridge;loyola university chicago;0.010101010101
university of cambridge;university of oxford;0.305386449284
it university of copenhagen;university of nottingham;0.0128205128205
university of oxford;university of nottingham;0.0740717615718
massachusetts institute of technology;massachusetts institute of technology;13.4273695774
massachusetts institute of technology;microsoft;2.83818414145
university of cambridge;university of calgary;0.0833333333333
national taiwan university;university of california berkeley;0.0486111111111
carnegie mellon university;university of california berkeley;0.724624961096
ibm;australian national university;0.194175812371
seoul national university;australian national university;0.0357142857143
nicta;university of cambridge;0.216780543018
university of cambridge;university of cambridge;3.28553091267
university of kent;university of cambridge;0.0538194444444
nicta;centaur technology;0.00520833333333
university of cambridge;centaur technology;0.0104166666667
university of kent;centaur technology;0.00520833333333
tel aviv university;polytechnic university of turin;0.0740740740741
uppsala university;university of california santa cruz;0.0238095238095
uppsala university;bell labs;0.0357142857143
university of edinburgh;university of cambridge;0.401142838643
university of bologna;university of malaga;0.00595238095238
university of bologna;sri international;0.0178571428571
university of bologna;university of illinois at urbana champaign;0.047619047619
university of bologna;complutense university of madrid;0.0119047619048
oregon state university;university of north texas;0.02
oregon state university;purdue university;0.02
saarland university;microsoft;0.083219832736
