Source;Target;Weight
university of colorado boulder;university of colorado boulder;2.66230372446
stanford university;charles university in prague;0.11341582742
stanford university;university of edinburgh;3.01819025056
stanford university;massachusetts institute of technology;1.63845729007
stanford university;williams college;0.00693354264783
stanford university;rwth aachen university;0.438619991211
stanford university;university of maryland college park;0.857360753108
stanford university;university of sydney;0.17183107341
university of california san diego;university of pittsburgh;0.030303030303
university of sheffield;massachusetts institute of technology;0.548154506312
saarland university;massachusetts institute of technology;0.868419865953
university of tubingen;university of helsinki;0.0769230769231
university of western australia;sil international;0.111111111111
kyoto university;kyoto university;4.06926420801
university of tokyo;kyoto university;1.28198653199
soochow university;university of pennsylvania;0.680364367321
national university of singapore;university of pennsylvania;2.29650209321
harvard university;humboldt university of berlin;0.0125
michigan state university;humboldt university of berlin;0.0375
university of southern california;rwth aachen university;1.03131158086
university of orleans;cornell university;0.0357142857143
university of beira interior;cornell university;0.0714285714286
university of stuttgart;microsoft;1.60300259682
university of stuttgart;sri international;0.23345422852
carnegie mellon university;university of pennsylvania;2.52589845379
microsoft;university of edinburgh;1.62759849817
hosei university;georgetown university;0.2
korea university;university at buffalo;0.0289855072464
microsoft;university at buffalo;0.0383022774327
university of amsterdam;brown university;1.30078018387
university of texas at dallas;ibm;0.485245440383
university of california berkeley;harvard university;0.657843607658
university of california berkeley;mitsubishi electric research laboratories;0.101794340925
university of california berkeley;bell labs;0.220469296287
microsoft;microsoft;24.6718193648
kaist;university of illinois at chicago;0.362962962963
centre national de la recherche scientifique;peking university;0.0555555555556
centre national de la recherche scientifique;beihang university;0.00555555555556
xerox;peking university;0.037037037037
xerox;beihang university;0.0037037037037
university of glasgow;university of chicago;0.111111111111
king saud university;carnegie mellon university;0.111111111111
harbin institute of technology;stanford university;0.671084626839
shanghai jiao tong university;stanford university;0.397613780829
microsoft;stanford university;2.98148899838
university of tokyo;microsoft;2.09900571892
universite de montreal;university of maryland college park;0.0537918871252
university of maryland college park;university of maryland college park;3.95278650791
universite de montreal;new mexico state university;0.231094831095
university of maryland college park;new mexico state university;0.32957934224
university of texas at austin;university of edinburgh;1.55372879381
universite de montreal;rwth aachen university;0.28099931729
universite de montreal;information sciences institute;0.300705467372
nanjing university;university of california berkeley;0.110119047619
university of edinburgh;university of sussex;1.05366547582
university of cambridge;university of colorado boulder;0.171709957486
university of cambridge;university of colorado denver school of medicine;0.0384615384615
rutgers university;carnegie mellon university;0.153409090909
national taiwan normal university;national taiwan normal university;0.142857142857
cornell university;carnegie mellon university;0.58484453856
city university of hong kong;carnegie mellon university;0.0739348370927
university of tokyo;university of texas at dallas;0.075
university of tokyo;international computer science institute;0.183287037037
polytechnic university of valencia;texas instruments;0.0769230769231
carnegie mellon university;university of colorado boulder;0.90901043401
university of massachusetts amherst;university of washington;0.920940738145
university of massachusetts amherst;microsoft;0.505643272036
microsoft;university of washington;1.37537509718
heidelberg university;at t labs;0.031746031746
carnegie mellon university;at t labs;1.04917559143
national institute of information and communications technology;university of antwerp;0.0714285714286
national institute of information and communications technology;tilburg university;0.0238095238095
national institute of information and communications technology;seoul national university;0.047619047619
lawrence livermore national laboratory;mitre corporation;0.0185185185185
johns hopkins university;mitre corporation;0.626429633688
cornell university;mitre corporation;0.536206739883
university of utah;mitre corporation;0.157751404655
stony brook university;university of maryland college park;0.195397603486
university of leeds;ibm;0.533333333333
university of southern california;carnegie mellon university;1.17324325082
information sciences institute;carnegie mellon university;0.977879980475
university of southern california;university of washington;0.146084437674
university of southern california;microsoft;2.44070921091
university of lisbon;university of sheffield;0.0666666666667
university of lisbon;stanford university;0.0611111111111
university of lisbon;brandeis university;0.366666666667
university of illinois at urbana champaign;university of illinois at urbana champaign;4.25333681035
french institute for research in computer science and automation;french institute for research in computer science and automation;0.685930735931
university of cambridge;french institute for research in computer science and automation;0.0871212121212
french institute for research in computer science and automation;massachusetts institute of technology;0.267329545455
university of cambridge;massachusetts institute of technology;0.423898732678
cornell university;cornell university;2.54551049147
university of stuttgart;university of brighton;0.125457875458
stanford university;university of southern california;1.26491134469
university of stuttgart;university of southern california;0.444057860999
university of wisconsin madison;stanford university;0.347522847523
university of cambridge;university of pennsylvania;1.06943466039
stanford university;university of toronto;0.561171191543
stanford university;university of geneva;0.213789173789
columbia university;university of toronto;0.207982481611
columbia university;university of geneva;0.0383040935673
university of illinois at chicago;university of washington;0.356164210676
university of illinois at chicago;university of exeter;0.0247252747253
university of illinois at chicago;open university;0.0247252747253
google;information sciences institute;0.509638477851
oregon health science university;information sciences institute;0.0645576131687
saarland university;university of sussex;0.671435733384
saarland university;university of edinburgh;2.47813477967
dublin city university;national taiwan university;0.118421052632
dublin city university;national chengchi university;0.0342105263158
university of edinburgh;university of rochester;0.464729225023
peking university;princeton university;0.0544117647059
microsoft;princeton university;0.452592757484
carnegie mellon university;university of texas at austin;0.704741297192
carnegie mellon university;north carolina state university;0.0151515151515
at t labs;university of texas at austin;0.030303030303
at t labs;north carolina state university;0.030303030303
carnegie mellon university;carnegie mellon university;9.92622617449
at t labs;carnegie mellon university;0.466006069094
at t labs;at t labs;3.50066111188
chinese academy of sciences;sri international;1.19708955223
bar ilan university;university of chicago;0.201132201132
bar ilan university;university of western ontario;0.117798867799
at t labs;university of turku;0.0588235294118
microsoft;university of pennsylvania;3.61290409228
indian institutes of technology;university of stuttgart;0.0769230769231
national university of singapore;university of texas at austin;0.726729332759
bar ilan university;university of alberta;1.16498891631
hebrew university of jerusalem;university of alberta;0.240312177503
university of malaya;international computer science institute;0.0833333333333
university of chicago;university of tokyo;0.01
xerox;university of tokyo;0.114074074074
university of chicago;university of california berkeley;0.0445098039216
xerox;university of california berkeley;0.21025210084
stanford university;northwestern university;0.602084915857
university of pittsburgh;university of southern california;0.554174039468
university of buenos aires;state university of new york system;0.0196078431373
columbia university;state university of new york system;0.122549019608
max planck society;university of twente;0.0526315789474
saarland university;max planck society;0.459273914743
university of science and technology sana a;at t;0.125
university of arizona;brown university;0.1
columbia university;manchester metropolitan university;0.0666666666667
national university of defense technology;university of california davis;0.0192307692308
beihang university;university of california davis;0.0192307692308
microsoft;university of california davis;0.0503663003663
university of edinburgh;nec;0.150298427737
at t labs;ogi school of science and engineering;0.622727272727
johns hopkins university;university of pennsylvania;3.70517619707
carnegie mellon university;university of california berkeley;1.28958544075
carnegie mellon university;chinese academy of sciences;0.147841005042
toyota technological institute at chicago;johns hopkins university;0.0797101449275
carnegie mellon university in qatar;tilburg university;0.333333333333
google;university of texas at austin;0.0485503603151
google;university of pennsylvania;1.68526213167
google;google;1.92490169124
microsoft;university of texas at austin;0.48933979388
microsoft;information sciences institute;2.21110920683
hebrew university of jerusalem;university of pennsylvania;0.531550621121
national institute of information and communications technology;national institute of information and communications technology;1.15599199276
oregon health science university;university of pennsylvania;0.735309679427
oregon health science university;northwestern university;0.127015250545
university of aberdeen;university of pennsylvania;0.222685185185
university of aberdeen;northwestern university;0.037037037037
carnegie mellon university;university of washington;0.889349216583
tsinghua university;stanford university;0.681295208251
university of pittsburgh;university of pittsburgh;2.79402730993
tianjin university;university of california;0.045
microsoft;university of california;0.225833333333
mines paristech;ibm;0.0520833333333
xerox;ibm;0.705333323176
university of illinois at urbana champaign;saarland university;0.00735294117647
university of illinois at urbana champaign;johns hopkins university;0.160288930387
hunter college;saarland university;0.00735294117647
hunter college;johns hopkins university;0.0514705882353
princeton university;saarland university;0.0147058823529
princeton university;johns hopkins university;0.102941176471
university of edinburgh;university of memphis;0.0844827586207
naval air warfare center training systems division;university of memphis;0.05
university of massachusetts amherst;university of edinburgh;0.127412587413
university of science and technology of china;university of edinburgh;0.0296474358974
university of texas at austin;university of sydney;0.220935083435
university of cambridge;university of edinburgh;1.27607821312
university of cambridge;university of sydney;0.110688489142
university of sydney;university of edinburgh;2.08549492431
university of sydney;university of sydney;0.929742826618
national tsing hua university;university of paris sud;0.1
indian institute of technology kharagpur;university of michigan;0.166666666667
national university of singapore;johns hopkins university;0.674781189913
carnegie mellon university;university of southern california;2.76514027436
carnegie mellon university;university of maryland college park;1.27158057715
fujitsu;microsoft;0.300920368147
toshiba;university of pennsylvania;0.612276612277
harbin institute of technology;rwth aachen university;0.311273260241
harbin institute of technology;information sciences institute;0.256088239389
university of gothenburg;university of edinburgh;0.213450292398
king s college london;university of edinburgh;0.322746697747
information sciences institute;university of southern california;1.58316446904
university of antwerp;polytechnic university of catalonia;0.118461538462
tilburg university;polytechnic university of catalonia;0.0384615384615
university of edinburgh;macquarie university;0.239074457005
macquarie university;university of edinburgh;0.617315278938
macquarie university;macquarie university;0.902979558275
french institute for research in computer science and automation;xerox;0.0714285714286
carnegie mellon university;university of cambridge;0.271301450742
at t labs;rwth aachen university;0.1625
university of cambridge;hewlett packard;0.0805555555556
columbia university;hewlett packard;0.025
columbia university;university of edinburgh;1.1599742727
agency for science technology and research;microsoft;0.939763368231
university of delaware;stanford university;0.261243386243
stony brook university;massachusetts institute of technology;0.0727272727273
stony brook university;brown university;0.0195286195286
stony brook university;university of california;0.180147741786
nippon telegraph and telephone;max planck society;0.0588235294118
university of california los angeles;university of pennsylvania;0.303088578089
university of tubingen;university of pennsylvania;0.554005205321
university of trento;university of pennsylvania;0.598067571908
university of essex;university of pennsylvania;0.219087615283
university of york;tokyo institute of technology;0.2
university of padua;university of rochester;0.105128205128
french institute for research in computer science and automation;university of rochester;0.0384615384615
university of padua;university of padua;0.240620782726
french institute for research in computer science and automation;university of padua;0.0897435897436
helsinki university of technology;university of colorado boulder;0.183333333333
university of toronto;carnegie mellon university;0.710930735931
university of tokyo;university of washington;1.00329004329
university of sydney;national university of singapore;0.0555555555556
university of chicago;university of southern california;0.241021394065
carnegie mellon university;indiana university;0.0714285714286
carnegie mellon university;university of kansas;0.0714285714286
national research council;university of melbourne;0.00297619047619
national research council;university of edinburgh;0.719916746933
simon fraser university;university of melbourne;0.00892857142857
simon fraser university;university of edinburgh;0.244642857143
university of michigan;university of california san diego;0.102813852814
university of maryland college park;university of southern california;2.14574220036
university of toronto;stanford university;0.48831915526
university of waterloo;stanford university;0.046130952381
shanghai jiao tong university;ge global research;0.030303030303
national university of singapore;ge global research;0.0802139037433
columbia university;national research council;0.205994801767
columbia university;columbia university;6.85087274488
saarland university;brown university;1.28790271765
dublin city university;west;0.0839160839161
university of michigan;rutgers university;0.127929916001
university of michigan;national research council;0.272360557823
ohio state university;universite de montreal;0.0941176470588
national university of singapore;carnegie mellon university;1.31640231647
university of aberdeen;university of california berkeley;0.0769230769231
microsoft;johns hopkins university;2.01531428688
microsoft;university of maryland college park;1.11037825215
chongqing university;johns hopkins university;0.0133333333333
chongqing university;university of maryland college park;0.0133333333333
microsoft;academia sinica;0.416746031746
microsoft;national cheng kung university;0.00666666666667
chongqing university;academia sinica;0.0666666666667
chongqing university;national cheng kung university;0.00444444444444
carnegie mellon university;information sciences institute;1.12751363944
stanford university;university of manitoba;0.560649722449
university of edinburgh;university of manitoba;0.560113775114
national university of singapore;university of edinburgh;1.19924167767
university of edinburgh;mitre corporation;0.230030140111
university of edinburgh;university of pennsylvania;4.20721507141
radboud university nijmegen;university of maryland college park;0.0260631001372
tilburg university;university of maryland college park;0.110949729686
google;at t labs;0.576792458631
google;microsoft;1.62309008809
massachusetts institute of technology;university of tsukuba;0.0454545454545
massachusetts institute of technology;ibm;1.58949723523
massachusetts institute of technology;university of michigan;0.0151515151515
massachusetts institute of technology;columbia university;1.12673687612
national institute of information and communications technology;university of texas at austin;0.030637254902
national institute of information and communications technology;university of edinburgh;0.757297178131
university of oslo;university of texas at austin;0.0208333333333
university of oslo;university of edinburgh;0.0875
carnegie mellon university;national university of singapore;0.266464803313
university of colorado boulder;university of pennsylvania;1.90343584602
federal university of sao carlos;ibm;0.0769230769231
university of washington;university of texas at austin;0.813146262815
north carolina state university;university of aberdeen;0.0434782608696
north carolina state university;sri international;0.0434782608696
saarland university;at t labs;0.439778212624
university of edinburgh;at t labs;1.21846170626
university of science and technology sana a;johns hopkins university;0.472005659506
university of padua;university of sussex;0.12602952603
new york university;university of sussex;0.0606060606061
language computer corporation;university of pennsylvania;0.705322455322
university of california berkeley;microsoft;1.65274521222
institute of company secretaries of india;microsoft;0.0555555555556
university of alberta;university of pennsylvania;0.618633405492
university of texas at austin;university of texas at austin;5.51380387563
ohio state university;university of stuttgart;0.237723214286
university of cambridge;university of cambridge;3.0402480294
ibm;university of texas at arlington;0.00297619047619
ibm;florida international university;0.0178571428571
florida international university;university of texas at arlington;0.00595238095238
florida international university;florida international university;0.0732142857143
university of california santa barbara;university of washington;0.0416666666667
ibm;university of washington;0.337597236735
sri international;university of washington;0.125
university college dublin;university of cambridge;0.125
kaist;university of cambridge;0.125
temple university;information sciences institute;0.05
temple university;princeton university;0.05
university of edinburgh;university of aberdeen;0.306429949978
university of geneva;university of geneva;1.61422605173
university of geneva;mitre corporation;0.118881118881
university of edinburgh;university of geneva;0.175416623793
dublin city university;ibm;1.50894773038
university of science and technology sana a;university of science and technology sana a;0.639197851698
ames research center;ames research center;0.206818181818
bar ilan university;bar ilan university;3.01571077934
bar ilan university;new york university;0.978909492379
xerox;information sciences institute;0.121255287922
university of melbourne;university of antwerp;0.0552999730966
university of edinburgh;university of antwerp;0.268438839326
university of southern california;university of utah;0.395754966552
peking university;university of southern california;0.670692067239
ebay;tsinghua university;0.0393518518519
ebay;microsoft;0.0250487329435
cornell university;university of massachusetts amherst;0.471607926674
university of utah;sri international;0.118686868687
university of maryland college park;university of california berkeley;0.947639777236
university of tubingen;polytechnic university of catalonia;0.2
brown university;sri international;0.397448559671
trinity college;pohang university of science and technology;0.1
saarland university;saarland university;3.42797192921
microsoft;carnegie mellon university;3.76754864248
united states national library of medicine;university of massachusetts amherst;0.00641025641026
university of geneva;university of massachusetts amherst;0.0192307692308
bosch;centre national de la recherche scientifique;0.0387931034483
university of north texas;university of leeds;0.1
university of delaware;university of cologne;0.00462962962963
swarthmore college;university of cologne;0.00462962962963
university of brighton;university of cologne;0.00462962962963
university of delaware;earlham college;0.0598544973545
university of delaware;university of delaware;1.18561207311
swarthmore college;earlham college;0.00628306878307
swarthmore college;university of delaware;0.0122354497354
university of brighton;earlham college;0.00628306878307
university of brighton;university of delaware;0.0191798941799
university of delaware;university of padua;0.00185185185185
university of delaware;istituto di scienza e tecnologie dell informazione;0.000925925925926
university of delaware;university of hildesheim;0.000925925925926
university of delaware;university of the basque country;0.000925925925926
swarthmore college;university of padua;0.00185185185185
swarthmore college;istituto di scienza e tecnologie dell informazione;0.000925925925926
swarthmore college;university of hildesheim;0.000925925925926
swarthmore college;university of the basque country;0.000925925925926
university of brighton;university of padua;0.00185185185185
university of brighton;istituto di scienza e tecnologie dell informazione;0.000925925925926
university of brighton;university of hildesheim;0.000925925925926
university of brighton;university of the basque country;0.000925925925926
national institute of standards and technology;university of southern california;0.316666666667
university of michigan;at t;0.129621150454
ben gurion university of the negev;university of groningen;0.0625
stanford university;stanford university;10.5312429584
dublin city university;university of york;0.1
university of massachusetts amherst;institute for scientific information;0.0123456790123
carnegie mellon university;institute for scientific information;0.0246913580247
universidade federal do rio grande do sul;university of stuttgart;0.05
university of pennsylvania;university of avignon;0.00520833333333
university of pennsylvania;national autonomous university of mexico;0.00260416666667
university of edinburgh;university of avignon;0.00520833333333
university of edinburgh;national autonomous university of mexico;0.00260416666667
sri international;university of erlangen nuremberg;0.0535714285714
sri international;university of bonn;0.0178571428571
university of sheffield;ibm;0.427074037074
stanford university;university of pennsylvania;3.84330405434
university of arizona;university of new mexico;0.047619047619
university of amsterdam;university of pennsylvania;1.68772189376
university of amsterdam;utrecht university;0.225
mitre corporation;university of edinburgh;0.19743083004
information sciences institute;university of alberta;0.562815566022
princeton university;university of alberta;0.0674382716049
polytechnic university of catalonia;ibm;0.575099139766
university of groningen;university of alberta;0.413141025641
iowa state university;carnegie mellon university;0.166666666667
rockwell collins;carnegie mellon university;0.166666666667
ca foscari university of venice;sri international;0.2
university of geneva;university of edinburgh;0.804820526696
state university of new york system;princeton university;0.05
university of pennsylvania;university of aberdeen;0.0486111111111
university of sussex;university of maryland college park;0.527629233512
radboud university nijmegen;university of texas at austin;0.142857142857
university of wyoming;university of wisconsin madison;0.111111111111
university of potsdam;university of potsdam;1.25489417989
hong kong polytechnic university;pennsylvania state university;0.237914862915
university of science and technology sana a;pennsylvania state university;0.0277777777778
hong kong polytechnic university;xerox;0.104797979798
university of science and technology sana a;xerox;0.0277777777778
harvard university;university of haifa;0.111111111111
saarland university;macquarie university;0.108333333333
university of jena;massachusetts institute of technology;0.617647058824
university of alberta;university of manitoba;0.509526967286
university of tokyo;university of chile;0.0893939393939
university of tokyo;columbia university;2.47906798128
rmit university;rmit university;0.288311688312
universidade nova de lisboa;hong kong university of science and technology;0.0833333333333
university of sussex;university of sussex;1.72135488858
university of sussex;university of cambridge;0.446597016937
massachusetts institute of technology;university of pennsylvania;1.58200472277
computer laboratory university of cambridge;columbia university;0.5
sapienza university of rome;university of toronto;0.218614718615
university of edinburgh;tilburg university;0.303965812353
university of massachusetts amherst;princeton university;0.054012345679
yahoo;princeton university;0.0416666666667
stanford university;university of alberta;0.477597430347
university of southern california;national institute of information and communications technology;0.0144841269841
university of southern california;agency for science technology and research;0.03125
university of southern california;beijing jiaotong university;0.00625
university of illinois at chicago;nottingham trent university;0.0666666666667
university of maryland college park;university of edinburgh;0.986926811214
university of maryland college park;university of massachusetts amherst;0.659434221474
max planck society;free university of berlin;0.24363180679
max planck society;leipzig university;0.12966507177
max planck society;university of pennsylvania;0.173834206729
max planck society;max planck society;1.65749070889
max planck society;french institute for research in computer science and automation;0.105558738647
johns hopkins university;university of maryland college park;1.43339895438
massachusetts institute of technology;national university of singapore;0.0839826839827
bbn technologies;national university of singapore;0.146174413821
university of washington;university of washington;7.06823004022
james i university;polytechnic university of valencia;0.155555555556
polytechnic university of valencia;polytechnic university of valencia;2.02926431126
national institute of japanese literature;carnegie mellon university;0.480158730159
nara institute of science and technology;carnegie mellon university;0.148695054945
indiana university;university of california berkeley;0.135964912281
chalmers university of technology;chalmers university of technology;0.975664767331
university of toronto;durham university;0.00961538461538
university of toronto;university of illinois at chicago;0.0359311740891
university of toronto;mitre corporation;0.00961538461538
university of toronto;university of essex;0.0785256410256
united states department of defense;microsoft;0.281818181818
university of washington;justsystem pittsburgh research center;0.145833333333
language technologies institute;new york university;0.104700854701
ghent university;tilburg university;0.0597826086957
hogeschool gent;tilburg university;0.0570652173913
james i university;google;0.0227272727273
james i university;rwth aachen university;0.190909090909
polytechnic university of valencia;google;0.0421045128706
polytechnic university of valencia;rwth aachen university;0.46219409897
information sciences institute;university of maryland college park;0.245590386625
massachusetts institute of technology;information sciences institute;0.430171285003
indian institute of technology bombay;university of the basque country;0.367647058824
indian institute of technology bombay;brighton collectibles;0.0588235294118
university of wisconsin madison;johns hopkins university;0.047619047619
university of wisconsin madison;university of washington;0.212698412698
university of colombo;national university of computer and emerging sciences;0.111111111111
university of maryland college park;ibm;2.05207766386
university of maryland college park;yahoo;0.175017678273
ohio state university;electronics and telecommunications research institute;0.111111111111
johns hopkins university;university of california irvine;0.00462962962963
johns hopkins university;massachusetts institute of technology;1.70682589713
johns hopkins university;microsoft;2.60871290646
university of edinburgh;university of california irvine;0.193901660281
university of maryland college park;microsoft;1.58524808376
university of leeds;university of pennsylvania;0.603493338558
tsinghua university;columbia university;0.204279318565
peking university;pennsylvania state university;0.631631284317
national institute of information and communications technology;at t labs;0.371276167472
kobe university;at t labs;0.030303030303
university of pittsburgh;university of pennsylvania;0.927628594411
university of pittsburgh;northwestern university;0.0283950617284
ibm;saarland university;0.166666666667
google;ibm;1.96327046236
google;university of michigan;0.038961038961
columbia university;carnegie mellon university;0.853192367202
ohio state university;ohio state university;1.4922047397
johns hopkins university;at t labs;1.34451728283
university of edinburgh;here;0.275414287806
stanford university;nara institute of science and technology;0.18287016687
google;nara institute of science and technology;0.169849537037
stanford university;university of illinois at urbana champaign;0.552938767522
stanford university;yahoo;0.252960927961
google;university of illinois at urbana champaign;0.245687129827
google;yahoo;0.508127278155
university of antwerp;tilburg university;0.625155195682
tilburg university;tilburg university;1.60171506939
university of antwerp;columbia university;0.101102756892
university of antwerp;at t labs;0.0105263157895
tilburg university;columbia university;0.214035087719
tilburg university;at t labs;0.115789473684
syracuse university;university of waikato;0.0227272727273
princeton university;university of waikato;0.0227272727273
national institute of information and communications technology;national university of singapore;0.203896103896
oki electric industry;national university of singapore;0.111904761905
new york university;harbin institute of technology;0.0714285714286
university of california irvine;brown university;0.0047619047619
cornell university;brown university;0.220146520147
microsoft;brown university;1.55107016943
university of tokyo;university of texas at austin;0.569586548717
ibm;indian institutes of technology;0.123015873016
ibm;malaviya national institute of technology jaipur;0.0222222222222
saarland university;university of guelph;0.0166666666667
saarland university;university of massachusetts amherst;0.129166666667
saarland university;james i university;0.0333333333333
university of pennsylvania;sri international;0.992110667111
university of delaware;university of california san diego;0.0803571428571
chinese academy of sciences;harvard university;0.489603531006
dresden university of technology;google;0.0333333333333
university of southern california;google;0.654371874624
dresden university of technology;aristotle university of thessaloniki;0.0333333333333
university of southern california;aristotle university of thessaloniki;0.0666666666667
university of tokyo;nec;0.210815850816
fudan university;at t labs;0.15303030303
microsoft;at t labs;2.30459667388
national tsing hua university;ibm;0.375902992776
technical university of kenya;department of computer science university of illinois at urbana champaign;0.0196078431373
university of michigan;stanford university;0.460489821484
