Source;Target;Weight
language technologies institute;columbia university;0.0669642857143
university of washington;university of british columbia;0.307497889108
university of pennsylvania;university of british columbia;0.0899223325694
harvard university;university of british columbia;0.137572621641
facebook;stony brook university;0.0374149659864
ecole polytechnique federale de lausanne;stony brook university;0.0748299319728
hebrew university of jerusalem;university college london;0.431992568835
pohang university of science and technology;northwestern university;0.025
pohang university of science and technology;nec;0.0625
french institute for research in computer science and automation;northwestern university;0.00833333333333
french institute for research in computer science and automation;nec;0.145308066866
carnegie mellon university;yahoo;0.316650466632
carnegie mellon university;google;0.344604263892
carnegie mellon university;carnegie mellon university;10.5482683134
microsoft;fox chase cancer center;0.0714285714286
university of massachusetts amherst;university of california san diego;0.261904761905
university of cambridge;university of sheffield;0.078869047619
university of cambridge;athens university of economics and business;0.0238095238095
university of cambridge;charles iii university of madrid;0.0238095238095
karlsruhe institute of technology;carnegie mellon university;0.656307326585
elekta;university of california los angeles;0.1
google;ibm;0.471841818764
google;florida international university;0.0396913580247
google;university of california san diego;0.194769520603
carnegie mellon university;ibm;1.23654330002
carnegie mellon university;florida international university;0.087704530687
carnegie mellon university;university of california san diego;0.576472689273
princeton university;carnegie mellon university;0.987812300359
duke university;microsoft;0.706599832916
duke university;instituto superior tecnico;0.05
university of basel;stanford university;0.0208333333333
university of basel;ibm;0.0208333333333
eth zurich;stanford university;0.481120049541
eth zurich;ibm;0.102272727273
oregon state university;mitsubishi;0.0258620689655
hewlett packard;mitsubishi;0.00862068965517
stanford university;brown university;0.667229782995
massachusetts institute of technology;chicago metropolitan agency for planning;0.0769230769231
university of basel;university of nottingham;0.0787037037037
eth zurich;university of nottingham;0.0393518518519
instituto politecnico nacional;university of texas at austin;0.333333333333
university of california san diego;university of pennsylvania;0.556188376467
university of washington;university of california berkeley;0.924343307764
fraunhofer society;max planck society;0.220432900433
university of illinois at urbana champaign;university of edinburgh;0.188492063492
omron;university of kentucky;0.0238095238095
omron;procter gamble;0.0238095238095
university of pennsylvania;university of massachusetts amherst;0.0991919191919
google;university of massachusetts amherst;0.0277777777778
university of new brunswick;university of california;0.0555555555556
china university of geosciences;university of california;0.0277777777778
hong kong university of science and technology;university of illinois at urbana champaign;0.0320512820513
hong kong university of science and technology;university of alberta;0.0128205128205
guangxi normal university;university of illinois at urbana champaign;0.00641025641026
guangxi normal university;university of alberta;0.0128205128205
university of western ontario;university of illinois at urbana champaign;0.0294871794872
university of western ontario;university of alberta;0.108974358974
ibm;australian national university;0.718080808081
ibm;columbia university;0.423415706026
ibm;university of massachusetts amherst;0.191672951232
ibm;yahoo;0.0664546325837
university of california;university of california san diego;0.261111111111
michigan state university;university of california berkeley;0.180570406361
nanyang technological university;university of california berkeley;0.25505952381
university of utah;university of pennsylvania;0.15728460556
university of california berkeley;university of pennsylvania;0.37491676692
carnegie mellon university;brown university;1.5271621047
carnegie mellon university;at t labs;1.38852637278
university of utah;university college london;0.0350985221675
university of utah;at t labs;0.0172413793103
technion israel institute of technology;carnegie mellon university;0.549114216394
beijing university of technology;purdue university;0.0175438596491
chinese academy of sciences;purdue university;0.09361946533
university of minnesota;university of minnesota;0.27325614424
arizona state university;university of minnesota;0.147013614405
fudan university;university of illinois at urbana champaign;0.144285714286
carnegie mellon university;university of illinois at urbana champaign;0.331683433763
ibm;robotics institute;0.0707196969697
university of illinois at urbana champaign;robotics institute;0.0469696969697
university of chicago;robotics institute;0.040303030303
massachusetts institute of technology;yale university;0.289682539683
yale university;yale university;0.584776334776
university of sheffield;university of sheffield;0.555337228131
university of sheffield;university of washington;0.0715617715618
university of manchester;university of sheffield;0.195703601954
university of manchester;university of washington;0.0151515151515
carnegie mellon university;microsoft;2.6598472906
mcgill university;university of alberta;0.0498480243161
indian institute of science;university of alberta;0.0394409937888
california institute of technology;northeastern university;0.0222222222222
california institute of technology;university at albany suny;0.0444444444444
the chinese university of hong kong;university of pennsylvania;0.116666666667
university of illinois at urbana champaign;university of pennsylvania;0.405999285817
tsinghua university;university of toronto;0.110943223443
microsoft;university of toronto;0.710611862842
university of texas at austin;ulster university;0.0714285714286
university of milan;university of california berkeley;0.0533333333333
university of milan;microsoft;0.0533333333333
cornell university;at t labs;0.707285613922
fraunhofer society;syracuse university;0.02
kyoto university;syracuse university;0.08
indian institute of technology bombay;stanford university;0.384340480832
indian institute of technology bombay;carnegie mellon university;0.125349252762
indian institute of technology bombay;university of california berkeley;0.0844814241486
czech technical university in prague;university college london;0.0740338164251
university of california san diego;rutgers university;0.0857991681521
georgia institute of technology;university of edinburgh;0.0510006901311
georgia institute of technology;el paso community college;0.0238095238095
university of massachusetts amherst;university of michigan;0.161111111111
french institute for research in computer science and automation;helsinki institute for information technology;0.0759615384615
french institute for research in computer science and automation;massachusetts institute of technology;0.812001118731
supelec;helsinki institute for information technology;0.0125
supelec;massachusetts institute of technology;0.0125
technical university of crete;ericsson;0.0185185185185
technical university of crete;judge rotenberg educational center;0.037037037037
university of queensland;microsoft;0.0166666666667
nicta;microsoft;0.348561354366
university of california merced;university of pennsylvania;0.0769230769231
institut national des sciences appliquees de rouen;technical university of berlin;0.0277777777778
institut national des sciences appliquees de rouen;austrian research institute for artificial intelligence;0.0277777777778
institut national des sciences appliquees de rouen;centre national de la recherche scientifique;0.111111111111
university of science and technology sana a;ibm;0.015625
university of science and technology sana a;university of southampton;0.015625
university of science and technology sana a;merrill lynch;0.015625
university of science and technology sana a;university of california davis;0.015625
lawrence berkeley national laboratory;university of chicago;0.0555555555556
zhejiang university;stanford university;0.0827546296296
zhejiang university;university of california berkeley;0.0899456521739
carnegie mellon university;ecole normale superieure;0.286519328625
university of toronto;university of delaware;0.0130718954248
university of toronto;university of minnesota;0.201797385621
ryerson university;university of delaware;0.00653594771242
ryerson university;university of minnesota;0.0522875816993
university of toronto;hebrew university of jerusalem;0.805904997466
ryerson university;hebrew university of jerusalem;0.0196078431373
ecole polytechnique federale de lausanne;universite de montreal;0.121323529412
toyota technological institute at chicago;carnegie mellon university;0.242931822487
toyota technological institute at chicago;toyota;0.0385610766046
university of texas at austin;carnegie mellon university;0.928971474937
university of texas at austin;toyota;0.0048309178744
microsoft;carnegie mellon university;2.85485751966
microsoft;toyota;0.0078612209047
facebook;massachusetts institute of technology;0.0126606198035
facebook;cornell university;0.0722486772487
university of california berkeley;massachusetts institute of technology;2.22301286344
university of california berkeley;cornell university;0.199183220413
centre national de la recherche scientifique;school of electronics and computer science university of southampton;0.037037037037
centre national de la recherche scientifique;catholic university of leuven;0.0578703703704
michigan state university;hebrew university of jerusalem;0.285478154481
university of toronto;university of lugano;0.0238095238095
google;university of lugano;0.03663003663
university of toronto;massachusetts institute of technology;1.86957652214
university of toronto;yale university;0.31413107685
brown university;massachusetts institute of technology;0.254475308642
brown university;yale university;0.0432098765432
university of washington;university of bonn;0.143092105263
california institute of technology;university of bonn;0.0350877192982
princeton university;university of alberta;0.111111111111
victoria university of wellington;university of massachusetts amherst;0.0555555555556
nicta;university of massachusetts amherst;0.105555555556
university of michigan;brown university;0.205
university of michigan;university of british columbia;0.109126559715
university of michigan;university of alberta;0.1
oregon state university;centre national de la recherche scientifique;0.0555555555556
university of texas at austin;centre national de la recherche scientifique;0.0411111111111
the chinese university of hong kong;mcmaster university;0.05
stanford university;stanford university;8.3330535127
cornell university;brown university;0.222269356461
university of texas at arlington;university of texas at arlington;0.418077601411
colorado school of mines;university of texas at arlington;0.0840388007055
rutgers university;university of queensland;0.0277777777778
rutgers university;university of melbourne;0.031746031746
brown university;university of queensland;0.0138888888889
brown university;university of melbourne;0.015873015873
lund university;goddard space flight center;0.0434782608696
ibm;university of texas at austin;0.266672839506
google;university of texas at austin;0.433756868404
binghamton university;university of texas at austin;0.161555555556
university of texas at austin;oregon state university;0.0940170940171
university of texas at austin;university of california irvine;0.236680911681
national university of singapore;national university of singapore;0.394724779929
national university of singapore;technion israel institute of technology;0.0957545378598
technion israel institute of technology;national university of singapore;0.0371031746032
technion israel institute of technology;technion israel institute of technology;1.0705477529
chalmers university of technology;mines paristech;0.0234375
indian institute of science;mines paristech;0.0078125
hungarian academy of sciences;university of massachusetts amherst;0.0277777777778
hungarian academy of sciences;massachusetts institute of technology;0.137387387387
washington university in st louis;university of massachusetts amherst;0.183862433862
washington university in st louis;massachusetts institute of technology;0.166005291005
university of cambridge;max planck society;1.59230132894
dso national laboratories;university of wisconsin madison;0.0185185185185
macquarie university;university of wisconsin madison;0.00925925925926
nanyang technological university;university of wisconsin madison;0.111111111111
university of tokyo;kyoto university;0.0651629072682
university of tokyo;fujitsu;0.0238095238095
university of california berkeley;university college london;0.637511246064
eskisehir osmangazi university;max planck society;0.0416666666667
rowan university;max planck society;0.0208333333333
technical university of berlin;australian national university;0.115288220551
university of chicago;carnegie mellon university;0.254054520798
yahoo;institute of mathematics;0.0222222222222
university of british columbia;institute of mathematics;0.0444444444444
rutgers university;google;0.0495098039216
rutgers university;university of california berkeley;0.500882542476
rutgers university;courant institute of mathematical sciences;0.103874883287
hong kong university of science and technology;google;0.0078431372549
hong kong university of science and technology;university of california berkeley;0.485411677246
hong kong university of science and technology;courant institute of mathematical sciences;0.0078431372549
nec;google;0.0158263305322
nec;university of california berkeley;0.0885996778097
nec;courant institute of mathematical sciences;0.106352124183
french institute for research in computer science and automation;max planck institute for intelligent systems;0.167648012213
hebrew university of jerusalem;university of wisconsin madison;0.0978213507625
cornell university;stanford university;0.825585296519
cornell university;university of california;0.269531804902
humboldt university of berlin;carnegie mellon university;0.433333333333
duke university;sandia national laboratories;0.030303030303
samsung;sandia national laboratories;0.0151515151515
duke university;delhi technological university;0.030303030303
samsung;delhi technological university;0.0151515151515
university of alberta;princeton university;0.179505135387
university of alberta;at t;0.198179271709
university of alberta;stanford university;0.643788493152
university of california san diego;university of texas at austin;0.414786967419
university of toronto;university of california santa cruz;0.170833333333
university of toronto;university of california san diego;0.0706896551724
exxonmobil;stanford university;0.0617283950617
walmart labs;stanford university;0.0308641975309
princeton university;university of california berkeley;0.593638074888
california institute of technology;georgia institute of technology;0.0375
microsoft;georgia institute of technology;0.413829845776
carnegie mellon university;university of cambridge;0.167857142857
max planck society;massachusetts institute of technology;2.27443663718
max planck society;tel aviv university;0.254073502971
cornell university;simon fraser university;0.0679824561404
duke university;carnegie mellon university;1.39495041995
duke university;lawrence berkeley national laboratory;0.0588235294118
weizmann institute of science;university of east anglia;0.0131578947368
ben gurion university of the negev;university of east anglia;0.0131578947368
hong kong university of science and technology;stanford university;0.724526947224
hong kong university of science and technology;ibm;0.269969497021
shanghai jiao tong university;stanford university;0.286509810852
shanghai jiao tong university;ibm;0.0703947368421
duke university;north carolina state university;0.0833333333333
california institute of technology;university of edinburgh;0.0277777777778
california institute of technology;university college london;0.159649122807
california institute of technology;university of leeds;0.0321637426901
nec;university of colorado boulder;0.075641025641
courant institute of mathematical sciences;institute of mathematical sciences chennai;0.047619047619
rutgers university;rutgers university;1.56812019544
rutgers university;hebrew university of jerusalem;0.208934990663
hebrew university of jerusalem;rutgers university;0.0390404040404
hebrew university of jerusalem;hebrew university of jerusalem;3.40117146094
rutgers university;toyota technological institute;0.0322268907563
hebrew university of jerusalem;toyota technological institute;0.129531873355
universite de montreal;universite de montreal;2.15458972883
idiap research institute;universite de montreal;0.166666666667
hong kong university of science and technology;state university of new york system;0.0353801169591
hong kong university of science and technology;university college london;0.240621878122
university of texas at austin;florida atlantic university;0.0357142857143
eth zurich;university of california irvine;0.113726551227
tokyo institute of technology;tokyo institute of technology;0.401894286269
tokyo institute of technology;nikon;0.0138888888889
nikon;tokyo institute of technology;0.0694444444444
nikon;nikon;0.0138888888889
university of alberta;university of california berkeley;0.769756381861
national taiwan university;national taiwan university;0.60583099162
massachusetts institute of technology;tokyo institute of technology;0.0769230769231
university of sydney;university of ottawa;0.0217391304348
university of california san diego;university of ottawa;0.0217391304348
indian institute of science;university of ottawa;0.0676718092567
university college london;centre national de la recherche scientifique;0.0851393188854
university of washington;university of washington;4.1074037337
carnegie mellon university;nec;0.299635890648
nec;carnegie mellon university;0.162654658776
nec;nec;0.558604049245
institute of science and technology austria;university college london;0.121212121212
institute of science and technology austria;east china normal university;0.0227272727273
catholic university of leuven;max planck society;0.2
google;university of toronto;0.860503335274
columbia university;university of toronto;0.269985569986
massachusetts institute of technology;university of western ontario;0.057196969697
massachusetts institute of technology;mcmaster university;0.125
university of pennsylvania;carnegie mellon university;0.638580246914
google;carnegie mellon university;0.860540563381
ecole polytechnique;massachusetts institute of technology;0.144963144963
university of massachusetts amherst;university of southern california;0.204166666667
university of massachusetts amherst;university of texas system;0.00297619047619
university of utah;university of southern california;0.00595238095238
university of utah;university of texas system;0.00297619047619
state university of campinas;university of southern california;0.00595238095238
state university of campinas;university of texas system;0.00297619047619
university of maryland college park;university of southern california;0.00595238095238
university of maryland college park;university of texas system;0.00297619047619
universite de montreal;stanford university;0.38649926582
universite de montreal;carnegie mellon university;0.510699023199
french institute for research in computer science and automation;university of california irvine;0.238888888889
indian institute of science;microsoft;0.165096275253
michigan state university;university of texas at austin;0.253914506939
metz;university of alberta;0.0178571428571
french institute for research in computer science and automation;university of alberta;0.489771148077
rutgers university;stanford university;0.861702047952
duke university;stanford university;1.100547641
georgia institute of technology;cornell university;0.266468607645
university of southern california;salk institute for biological studies;0.0243055555556
santa fe institute;salk institute for biological studies;0.0138888888889
information sciences institute;salk institute for biological studies;0.0277777777778
university of southern california;johns hopkins university;0.106966133282
university of southern california;oak ridge national laboratory;0.00992063492063
university of southern california;university of south florida;0.00198412698413
santa fe institute;johns hopkins university;0.00198412698413
santa fe institute;oak ridge national laboratory;0.00992063492063
santa fe institute;university of south florida;0.00198412698413
information sciences institute;johns hopkins university;0.00396825396825
information sciences institute;oak ridge national laboratory;0.0198412698413
information sciences institute;university of south florida;0.00396825396825
university of washington;university of pennsylvania;0.602143424968
karlsruhe institute of technology;stanford university;0.281504987387
karlsruhe institute of technology;cornell university;0.0512820512821
fraunhofer society;northeastern university;0.0166666666667
katholieke universiteit leuven;northeastern university;0.0166666666667
university of new mexico;microsoft;0.417293233083
ibm;harvard university;0.0501433691756
ibm;cornell university;0.212729205126
cornell university;harvard university;0.114272098869
cornell university;cornell university;3.6111025841
nanjing university;max planck society;0.446685287387
duke university;olin business school;0.0912698412698
duke university;bowling green state university;0.0579365079365
university of texas at arlington;stanford university;0.0964285714286
university of texas at arlington;carnegie mellon university;0.0694444444444
international institute of information technology hyderabad;max planck society;0.0833333333333
microsoft;max planck society;2.64453225615
universite de montreal;university of texas at austin;0.0754599136952
universite de montreal;jet propulsion laboratory;0.150840336134
universite de montreal;sandia national laboratories;0.0147058823529
nec;university of wisconsin madison;0.0934782608696
liverpool john moores university;california institute of technology;0.00899470899471
liverpool john moores university;university of california san diego;0.00648148148148
eth zurich;california institute of technology;0.550146250557
eth zurich;university of california san diego;0.234788359788
university of salerno;ibm;0.0529100529101
university of salerno;carnegie mellon university;0.010582010582
pontifical catholic university of rio de janeiro;ibm;0.10582010582
pontifical catholic university of rio de janeiro;carnegie mellon university;0.021164021164
university of liege;carnegie mellon university;0.0733543417367
cornell university;carnegie mellon university;0.877574966856
cornell university;toyota;0.0286195286195
czech technical university in prague;fraunhofer society;0.0192307692308
czech technical university in prague;university of bristol;0.115384615385
czech technical university in prague;university of wisconsin madison;0.0192307692308
aalto university;massachusetts general hospital;0.0336538461538
massachusetts general hospital;massachusetts general hospital;0.193066801619
mcgill university;university of massachusetts lowell;0.0384615384615
florida state university;rutgers university;0.0454545454545
google;universite de sherbrooke;0.010101010101
google;harvard university;0.0616883116883
mcgill university;mcgill university;0.203401159518
university of toronto;stanford university;1.01788415478
university of toronto;weizmann institute of science;0.236116483989
university of toronto;microsoft;3.6796499412
university of california los angeles;stanford university;0.293882978723
university of california los angeles;weizmann institute of science;0.00177304964539
university of california los angeles;microsoft;0.0246749408983
nanjing university;university of southern california;0.00617283950617
nanjing university;university of texas system;0.00308641975309
shanghai jiao tong university;university of southern california;0.0185185185185
shanghai jiao tong university;university of texas system;0.00925925925926
stanford university;university of california;0.302648508899
university of california berkeley;university of toronto;0.584386514546
university of california berkeley;university of california;1.28336698024
nanjing university;university of leoben;0.0277777777778
ibm;massachusetts institute of technology;0.528967625934
university of massachusetts amherst;university of massachusetts amherst;4.307052415
massachusetts institute of technology;university of massachusetts amherst;0.313315388315
rensselaer polytechnic institute;university of wisconsin madison;0.0625
university of amsterdam;university of california santa barbara;0.0527777777778
university of amsterdam;institute of mathematical statistics;0.0277777777778
mcgill university;hebrew university of jerusalem;0.026226315442
mcgill university;university of california berkeley;0.230529688331
mcgill university;university of british columbia;0.0750280583614
massachusetts institute of technology;hebrew university of jerusalem;0.635542988239
massachusetts institute of technology;university of california berkeley;2.03271756834
massachusetts institute of technology;university of british columbia;0.667877950844
university of wisconsin madison;cornell university;0.183765432099
university of chicago;cornell university;0.155192966075
hong kong university of science and technology;max planck society;1.69625972439
courant institute of mathematical sciences;carnegie mellon university;0.385053017158
university of washington;stanford university;1.54887315776
department of engineering university of cambridge;university of british columbia;0.0367063492063
university of british columbia;university of british columbia;0.344475979864
university of texas at austin;national university of singapore;0.113712082422
national university of singapore;university of texas at austin;0.543938676266
technion israel institute of technology;university of texas at austin;0.208809862977
university of texas at austin;microsoft;0.700408535482
university of sydney;delft university of technology;0.0350877192982
loyola marymount university;delft university of technology;0.0175438596491
university of massachusetts amherst;yale university;0.333333333333
university of coimbra;carnegie mellon university;0.0522875816993
singapore mit alliance;carnegie mellon university;0.0261437908497
carnegie mellon university;university of southern california;0.310797824467
max planck society;royal holloway university of london;1.41012820513
max planck society;australian national university;1.25795284187
max planck society;microsoft;3.37926967007
carnegie mellon university;hebrew university of jerusalem;1.32765351733
university of rochester;max planck society;0.321428571429
california institute of technology;rice university;0.109375
ecole polytechnique federale de lausanne;rice university;0.209375
university of amsterdam;university of california berkeley;0.0600490196078
university of pittsburgh;university of california berkeley;0.0196078431373
columbia university;university of chicago;0.179411764706
columbia university;ohio state university;0.0294117647059
universite de montreal;howard hughes medical institute;0.01
universite de montreal;salk institute for biological studies;0.01
university of california berkeley;howard hughes medical institute;0.0794444444444
university of california berkeley;salk institute for biological studies;0.01
toyota technological institute at chicago;toyota technological institute at chicago;0.204193899782
toyota technological institute at chicago;university of pennsylvania;0.086220043573
ita software;toyota technological institute at chicago;0.00833333333333
ita software;university of pennsylvania;0.00833333333333
university of basel;massachusetts institute of technology;0.0608974358974
university of basel;whitehead institute;0.10964035964
telecom paristech;dartmouth college;0.00806451612903
ecole normale superieure;dartmouth college;0.0241935483871
telecom paristech;university of british columbia;0.00806451612903
ecole normale superieure;university of british columbia;0.0438013915244
max planck society;university college london;1.43905471144
university of illinois at urbana champaign;university of waterloo;0.00793650793651
university of illinois at urbana champaign;university of alberta;0.00396825396825
nec;university of waterloo;0.015873015873
nec;university of alberta;0.00793650793651
stanford university;university of california berkeley;3.02814247079
universite libre de bruxelles;max planck society;0.0384615384615
universite libre de bruxelles;university of wuppertal;0.0192307692308
monash university clayton campus;max planck society;0.0384615384615
monash university clayton campus;university of wuppertal;0.0192307692308
stanford university;graz university of technology;0.0384775454897
adobe systems;graz university of technology;0.00297619047619
adobe systems;carnegie mellon university;0.0768849206349
universite de montreal;bell labs;0.0769230769231
qualcomm;university of north carolina at chapel hill;0.0144927536232
university of florida;university of north carolina at chapel hill;0.0289855072464
institut mines telecom;university of caen lower normandy;0.0119047619048
ceremade;university of caen lower normandy;0.0119047619048
ensae paristech;university of caen lower normandy;0.0119047619048
university of wisconsin madison;university of massachusetts amherst;0.166666666667
university of wisconsin madison;google;0.175595238095
carnegie mellon university;university of massachusetts amherst;0.920328636505
carnegie mellon university;pompeu fabra university;0.105994152047
cornell university;university of pennsylvania;0.0742855639731
robotics institute;duke university;0.0289855072464
carnegie mellon university;duke university;0.325522165388
interpublic group of companies;durham university;0.0288461538462
interpublic group of companies;ludwig maximilian university of munich;0.00961538461538
university of toronto;university of toronto scarborough;0.0161290322581
university of alberta;university of toronto scarborough;0.0161290322581
university of toronto;university of north carolina at chapel hill;0.158506449735
athens university of economics and business;university of edinburgh;0.0208333333333
charles iii university of madrid;university of edinburgh;0.0208333333333
boston university;university of washington;0.0138888888889
boston university;seattle biomed;0.00462962962963
harvard university;university of washington;0.177165681087
harvard university;seattle biomed;0.00231481481481
arizona state university;arizona state university;0.39647502799
university of georgia;arizona state university;0.00505050505051
simon fraser university;arizona state university;0.00827631150212
french institute for research in computer science and automation;carnegie mellon university;0.684716641736
google;at t;0.253375099395
at t labs;at t;0.393473193473
university of twente;university of twente;0.253968253968
swinburne university of technology;george mason university;0.0526315789474
university of texas at arlington;tsinghua university;0.255401234568
colorado school of mines;tsinghua university;0.0506172839506
university of oxford;university of bristol;0.030303030303
university of oxford;university of british columbia;0.0896184062851
university of massachusetts amherst;french institute for research in computer science and automation;0.0888888888889
university of massachusetts amherst;university of alberta;0.211111111111
national university of singapore;california institute of technology;0.403516694034
max planck institute for intelligent systems;max planck society;4.64429605164
university of paderborn;massachusetts institute of technology;0.1
university of wisconsin madison;johns hopkins university;0.0939955106622
toyota technological institute at chicago;eth zurich;0.05
eth zurich;eth zurich;0.840859288791
university of michigan;university of toronto;0.582474388672
university of michigan;university of california san diego;0.0151515151515
university of michigan;goethe university frankfurt;0.00757575757576
university of michigan;eth zurich;0.00757575757576
graz university of technology;hebrew university of jerusalem;0.103174603175
california institute of technology;aston university;0.05
