https://openalex.org/I4210098141,Nokia (United Kingdom),company,GB,https://www.nokia.com/
https://openalex.org/I4210120772,Edison (Italy),company,IT,http://www.edison.it/
https://openalex.org/I80180929,Universidad de Murcia,education,ES,https://www.um.es
https://openalex.org/I144094060,MorphoSys (Germany),company,DE,https://www.morphosys.com/
https://openalex.org/I2801783034,Gulf States Marine Fisheries Commission,other,US,http://www.gsmfc.org/
https://openalex.org/I195165,Unitika (Japan),company,JP,https://www.unitika.co.jp/e/
https://openalex.org/I4210156404,Institute of Information Engineering,facility,CN,http://www.iie.cas.cn/
https://openalex.org/I2802212502,TiGenix (Spain),company,ES,http://www.tigenix.com/
https://openalex.org/I4210161579,Instituto de Investigación de Enfermedades Raras,facility,ES,https://iier.isciii.es
https://openalex.org/I2800874886,Digital Promise,nonprofit,US,http://digitalpromise.org/
https://openalex.org/I4210140223,1 Decembrie 1918 University,education,RO,http://www.uab.ro/
https://openalex.org/I4210121127,Moody's Corporation (United States),company,US,https://www.moodys.com/
https://openalex.org/I4210090512,Guangzhou Experimental Station,facility,CN,http://www.catas.cn/gzsyz/
https://openalex.org/I4210155299,LINKS Foundation,nonprofit,IT,https://linksfoundation.com
https://openalex.org/I4210097831,Yamato University,education,JP,http://www.yamato-u.ac.jp/index_e.html
https://openalex.org/I4210120929,Zhujiang Hospital,healthcare,CN,http://www.zjyy.com.cn/en/
https://openalex.org/I56019348,Chia Nan University of Pharmacy and Science,education,TW,http://www.cnu.edu.tw/
https://openalex.org/I76806421,SELEX Sistemi Integrati,company,IT,http://www.selex-es.com/
https://openalex.org/I4210141325,Clinique Claude-Bernard,healthcare,FR,http://www.claude-bernard-albi.groupe-elsan.com/
https://openalex.org/I31766871,Sookmyung Women's University,education,KR,http://e.sookmyung.ac.kr/
https://openalex.org/I4210104564,Trident Systems (United States),company,US,http://www.tridsys.com/
https://openalex.org/I109144446,Bavarian Academy of Sciences and Humanities,education,DE,https://badw.de
https://openalex.org/I4210121082,Signal Genetics (United States),company,US,https://www.signalgenetics.com/
https://openalex.org/I84392919,Temple University,education,US,https://www.temple.edu
https://openalex.org/I186354981,University of Passau,education,DE,http://www.uni-passau.de/en/
https://openalex.org/I911458345,Amsterdam UMC Location VUmc,healthcare,NL,https://vumc.nl
https://openalex.org/I343975184,Dawood University of Engineering and Technology,education,PK,https://duet.edu.pk
https://openalex.org/I80043,Institut Curie,nonprofit,FR,http://www.institut-curie.org/
https://openalex.org/I4210097077,Dartington Service Design Lab,nonprofit,GB,https://dartington.org.uk/
https://openalex.org/I4210157468,Oniris,education,FR,http://www.oniris-nantes.fr
https://openalex.org/I3130789906,Takamatsu University,education,JP,https://www.takamatsu-u.ac.jp/
https://openalex.org/I4210090479,Graduate School Experimental Plant Sciences,facility,NL,http://www.graduateschool-eps.info/
https://openalex.org/I192341844,Polytechnic Institute of Viana do Castelo,education,PT,https://www.ipvc.pt
https://openalex.org/I121596126,Aksaray University,education,TR,https://www.aksaray.edu.tr
https://openalex.org/I43439940,University of Southampton,education,GB,http://www.southampton.ac.uk/
https://openalex.org/I116431938,Cochlear (Australia),company,AU,http://www.cochlear.com/wps/wcm/connect/au/home
https://openalex.org/I145311948,Johns Hopkins University,education,US,https://www.jhu.edu/
https://openalex.org/I96226040,Université de Reims Champagne-Ardenne,education,FR,https://www.univ-reims.fr
https://openalex.org/I138898306,Reichman University,education,IL,https://www.runi.ac.il
https://openalex.org/I135117807,Université de Sherbrooke,education,CA,https://www.usherbrooke.ca
https://openalex.org/I181647926,University of Strathclyde,education,GB,https://www.strath.ac.uk
https://openalex.org/I4210095597,King Abdullah International Medical Research Center,facility,SA,http://kaimrc.med.sa/
https://openalex.org/I141720752,Davidson College,education,US,https://www.davidson.edu
https://openalex.org/I98540497,Barnard College,education,US,http://barnard.edu/
https://openalex.org/I4210129321,Sky (United Kingdom),company,GB,https://www.skygroup.sky
https://openalex.org/I4210124918,École Supérieure des Arts Saint-Luc de Liège,education,BE,https://www.saint-luc.be/
https://openalex.org/I4210119028,Beijing Anzhen Hospital,healthcare,CN,http://www.anzhen.org/News/Main?siteId=130
https://openalex.org/I4210100316,École Nationale des Chartes,education,FR,http://www.enc-sorbonne.fr/en
https://openalex.org/I144112489,McGovern Institute for Brain Research,facility,US,https://mcgovern.mit.edu/
https://openalex.org/I202276237,Medical University of Graz,education,AT,http://www.medunigraz.at/en/
https://openalex.org/I4210158570,Zhejiang University-University of Edinburgh Institute,education,CN,http://zje.intl.zju.edu.cn/
https://openalex.org/I111684115,Uppsala Monitoring Centre,other,SE,http://www.who-umc.org/
https://openalex.org/I881441977,Los Angeles Mission College,education,US,http://www.lamission.edu/
https://openalex.org/I44675526,Shanghai Ocean University,education,CN,https://www.shou.edu.cn
https://openalex.org/I34034455,Ramakrishna Mission Vivekananda Educational and Research Institute,education,IN,https://rkmvu.ac.in
https://openalex.org/I4210114487,Klinikum Braunschweig,healthcare,DE,https://www.klinikum-braunschweig.de/fileadmin/css/home.html
https://openalex.org/I2800186634,Hanscom Air Force Base,government,US,http://www.hanscom.af.mil/
https://openalex.org/I71459812,Beijing International Studies University,education,CN,https://www.bisu.edu.cn
https://openalex.org/I161103922,Philipps University of Marburg,education,DE,https://www.uni-marburg.de/
https://openalex.org/I196576671,Landau Institute for Theoretical Physics,facility,RU,http://www.itp.ac.ru/en/
